CommentText,Sentiment,Language,LangConf,HasEmoji,Translate,translated,index
LIKE SI CREES QUE SUS VIDEOS SON FALSOS,Negative,pt,0.2665380537509918,False,True,Like if you think your videos are false,886002
اللہُ تعالیٰ دونوں عمران کو سلامت رکھے 🤲,Neutral,ur,0.7143187522888184,True,True,May Allaah bless both Imran,569792
Kid ROCK ROCKS.❤️🙋‍♀️🤙🤙🤙🤙🤙,Positive,zh,0.5342621207237244,True,True,Kid ROCK ROCKS.❤️🙋‍♀️🤙🤙🤙🤙🤙,290279
Kasi namn kong sumonod lng sana ang nag bebenta ng sampaguita eh d sana hindi napikon ang guard,Neutral,tl,0.7823044657707214,False,True,Because I was about to leave the Sampaguita for sale,236416
Eita pelo amor de Deus Clotilde volta pra sua casa 😂😂😂😂😂😂😂😂😂😂,Neutral,pt,0.9225502610206604,True,True,Eita for the love of God Clotilde returns to your home 😂😂😂😂😂😂😂😂😂😂 The,383248
VENO?????,Neutral,pt,0.26922401785850525,False,True,Vein ?????,525278
"Если бы китайцы нашли, у них первая мысль ля кайфуем мяса есть",Neutral,ru,0.9950462579727173,False,True,"If the Chinese found, they have the first thought of la Kaifuy of meat have meat",265778
psql \! chcp 1251,Neutral,pl,0.42615360021591187,False,True,psql \! chcp 1251,810793
Nice tutorial bro. Thanks.,Positive,pt,0.14382986724376678,False,True,Nice tutorial bro. Thanks.,228106
куда русскую озвучку дел?,Neutral,ru,0.9791394472122192,False,True,Where is the Russian voice acting?,267384
dapat lang dahil ginagawa ang trabaho niya. kw ba naman maka encounter araw araw na same person sobrang pasaway mauubos din pasensya mo dahil sila ang napapagalitan dyan behind camera. wala akong sympathy sa mga mapag samantala at panloloko ang kinabubuhay.wag puro emotion ginagamit nyo,Positive,tl,0.7292690277099609,False,True,It should only be because he does his job. Do you have to encounter the same person who is a very rebellious person who will also be patient because they are angry with the behind cameras. I have no sympathy to those who are temporarily and deceitful.,196996
45 47,Neutral,de,0.1296253353357315,False,True,45 47,328738
Tou,Neutral,pt,0.588892936706543,False,True,Tower,67501
Baka binabasa humihithit Ng shabu   yaso talaga Ng mgnanakaw lang talaga mga marcoses,Negative,tl,0.3010714650154114,False,True,Maybe reading shabu yaso really just robbers just Marcoses,103219
美国在次伟大空口讲吗？每日都讲做实事最实制.用嘴炮行不通.,Negative,zh,0.818022608757019,True,True,"Is the United States talking about it this time? Every day, I talk about doing practical things the most practical. It won’t work with my mouth.",300924
اللہ تعالیٰ آپ کی حفاظت فرمائے اور عمران خان کو اپنی حفظ و امان میں رکھے آمین ❤❤❤,Positive,ur,0.9889674186706543,True,True,May Allah protect you and keep Imran Khan in his safety,915302
Konse clg se ho or subject?,Neutral,uz,0.07648690044879913,False,True,Konse clg se ho or subject?,552596
Atty may mali spelling ata sa title,Neutral,tl,0.27859222888946533,False,True,Atty there is a mistake spelling at the title,65136
gamit gamit ng gospel di nmn magsabi ng totoo.,Negative,tl,0.9193899035453796,False,True,Using a gospel does not tell the truth.,436310
😂,Positive,ru,0.7175134420394897,True,True,,406741
OMG,Neutral,vi,0.4419533908367157,False,True,OMG,256931
Team qui l’on vu sur insta,Neutral,fr,0.8979827761650085,False,True,Team that we saw on Insta,500274
todos,Neutral,pt,0.7216401100158691,False,True,all,632959
"В данный момент это касается практически всех элементарных вещей.
Даже обувь Ecco и Rieker.
Раньше носить можно больше..  10 лет!!
Сейчас если они откатали 3 года, считай грамотное вложение. Тогда работали на авторитет, сейчас авторитет работает на них даже не смотря на сбой качества. Бизнес проверил, что люди ничем не заменят и клепает себе что попало😊",Positive,ru,0.9991135597229004,True,True,"At the moment, this applies to almost all elementary things.
Even ECCO and Rieker shoes.
You can wear more before .. 10 years !!
Now if they skated 3 years, consider a competent investment. Then they worked for authority, now authority works for them even despite the failure of the quality. Business checked that people would not replace anything and rivets what got it down😊",825239
"Si les vitres sont cassables dans des voitures, c'est pas pour rien, il faut réfléchir.
Sécurité, casser la vitre permet de sortir du véhicule au cas ou les portes sont bloquées pour une raison quelconque",Negative,fr,0.9995808601379395,False,True,"If the windows are breakable in cars, it's not for nothing, you have to think.
Safety, breaking the window allows you to get out of the vehicle in case the doors are blocked for any reason",290138
Неприятно смотреть как нас теперь обманывают ии! Полностью брехливое видео!,Negative,ru,0.9994269013404846,False,True,It is unpleasant to watch how we are now deceiving AI! Completely shy video!,567290
كلمة السر عند وهاب بيديه الزر النووي😂😂😂😂😂,Neutral,ar,0.9844813346862793,True,True,كلمة السر عند وهاب بيديه الزر النووي😂😂😂😂😂,232057
Amaira so cute blessings,Positive,fr,0.39582958817481995,False,True,Amaira so cute blessings,59022
Caramel,Neutral,fr,0.20034250617027283,False,True,Caramel,1032223
❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,fr,0.5424360632896423,True,True,,841947
Awful dub,Negative,fr,0.2863297164440155,False,True,Awful dub,776815
"Бро, ты Офицально закрыл споры между андройд и айос",Positive,ru,0.9481837153434753,False,True,"Bro, you officially closed the disputes between Anroid and Aios",858680
"Venga reparado lo nunca se sabe lo que te encontrarás pero luego le enseñas, y si son fotos enséñame las fotos pero con la cara borrosa da si tú quieres❤😅😅😅🎉😊",Positive,es,0.9745210409164429,True,True,"Come repaired what you never know what you will find but then you show you, and if you are photos, teach me the photos but with the blurred face it gives if you want.",362550
Vonde monadis...,Negative,de,0.2572501003742218,False,True,Wound Monadis ...,287082
Dog:Im a goddamn wolf,Neutral,sv,0.18790879845619202,False,True,Dog:Im a goddamn wolf,80271
dễ thương quá ❤❤,Positive,vi,0.9972135424613953,True,True,So cute ❤❤,445513
"Rien à faire que ce soit Drake ou le pape le code de la route est le même pour tous. 
C'est pénible ces pseudo célébrités qui se pensent tous permis",Negative,fr,0.9961423873901367,False,True,"Nothing to do whether Drake or the Pope The Highway Code is the same for everyone. 
These pseudo celebrities are painful who think they are all allowed",744104
"Qué maravillosa iniciativa, para éso debería ser el dinero, eso que hacen ustedes no quedará sin recompensa, gracias por compartir su generosa labor, muy humanos TODOS, bendiciones…!💕",Positive,es,0.9668972492218018,True,True,"What a wonderful initiative, for that the money should be, what you do will not be left without a reward, thanks for sharing your generous work, very human, blessings ...! 💕",312045
Can you not giv dhe kamera to saby🙃,Neutral,sq,0.5754160284996033,True,True,Can you not giv dhe kamera to saby🙃,861877
Isso e maus tratos com os bichinhos 😢😢😢,Negative,pt,0.8462616205215454,True,True,This and mistreatment with the pets 😢😢😢,223073
That’s America’s Ass,Positive,de,0.7137322425842285,False,True,That’s America’s Ass,668925
Banat by. PAKI BANATAN MO NGA SI EPIPANIO LABRADOR napakasama ng ugali nakikisawsaw sa peace rally ng INC.,Negative,tl,0.4115411639213562,False,True,Banat by. Please take care of Epipanio Labrador so badly that the Inc.'s peace rally.,639455
"O cara quando é conciente e seguro de si, nada o abala😊",Positive,pt,0.9140394926071167,True,True,"The guy when he is concise and safe from himself, nothing shakes",312454
"Oh Mary… like « Mary Poppins » 😂 and all is clean, warm and beautiful 🪄 !
Jolies boucles d’oreilles dans la vitrine du bijoutier 🤩 
Vos valises sont solides 😂 elles sont souvent sollicitées !
Tatinette, tellement chaleureuse 🥰 et Tonton Stephen … toujours au bon endroit 🥂🤭
Natty est resplendissante même après son rendez-vous dentiste 😂 👍🏻
Merci de ce partage ! Vous êtes adorables et Philip mérite bien une Pomme d’Amour 🍎♥️
À bientôt !!
☀️🌺🌺🌺☀️",Positive,fr,0.9816341400146484,True,True,"Oh mary… like ""Mary Poppins"" 😂 and all is clean, warm and beautiful 🪄!
Pretty earrings in the jeweler's window 🤩 
Your suitcases are solid 😂 They are often asked!
Tatinette, so warm 🥰 and uncle Stephen… Always in the right place 🥂🤭
Natty is resplendent even after her dentist appointment 😂 👍🏻
Thank you for sharing! You are adorable and Philip deserves a love apple 🍎 ♥ ️
See you soon !!
☀️🌺🌺🌺☀️",537780
Allah pak aap k abujan ko barkat oar sehat wali zindagi dein Aameen,Positive,de,0.19082173705101013,False,True,Allah puck up k abuja,443015
А где Стугна?,Neutral,ru,0.9879972338676453,False,True,And where is Stunna?,72357
太帅了吧我的妈！爱您！,Positive,zh,0.9723473191261292,True,True,"So handsome, my mom! Love you!",466124
"NO TO DUTERTE 
NO TO MARCOS 
SAME SHIT FAMILY",Negative,ja,0.24988391995429993,False,True,"NO TO DUTERTE 
NO TO MARCOS 
SAME SHIT FAMILY",663746
"Dapat wala ng iluklok na Chinese, sa gobyerno dahil mga mindset nya ay kumita sa gobyerno",Negative,tl,0.9484046697616577,False,True,"There should be no Chinese, the government because his mindsets are earning in government",428969
Мама это все❤,Positive,ru,1.0000203847885132,True,True,Mom is all beyond,744011
Меняй 🤑🗣️🔥,Neutral,ru,0.8936163783073425,True,True,🤑🗣️🔥 🤑🗣️🔥,316991
Künstliche Intelligenz 😊,Neutral,de,0.9752358794212341,True,True,Artificial intelligence 😊,692809
"Redefinindo tudo! A história da música, pode descrita antes e depois desse cara! Show demais!",Positive,pt,0.9743691682815552,False,True,Redefining everything! The story of music can describe before and after this guy! Much show!,530023
8:29,Neutral,fr,0.3433101177215576,False,True,8:29,225704
Kupiłem twoją emotke fajna jest,Neutral,pl,1.0000512599945068,False,True,I bought your emot,743669
والله صحيح,Neutral,ar,0.76368647813797,False,True,God is true,373889
Cat: MAKING MY WAY DOWN TOWN!,Positive,ja,0.6992719173431396,False,True,Cat: MAKING MY WAY DOWN TOWN!,17299
Ung nsa kongreso kelan kaya un huhulihin..,Negative,tl,0.2676527798175812,False,True,Ung nsa congress kelan kaya un huhulihi ..,319970
멧돼지 왜? 잡으러 가냐? 귀찬게!,Neutral,ko,0.9992190599441528,True,True,Why? Are you going to catch? Guts!,846646
پرچمممم ایران🇮🇷,Neutral,fa,0.816685676574707,True,True,My flag of Iran,366893
"Pobrecita chica 
Pobrecita Moto",Negative,es,0.48406660556793213,False,True,"Poor girl 
Poor motorcycle",52665
Let’s go Brandon,Positive,de,0.3100282549858093,False,True,Let’s go Brandon,1020290
Plus 3 pa ang china sa digmaan..... kapag lumaban sa america.....,Negative,tl,0.6849003434181213,False,True,Plus 3 more china in war ..... when fighting in america .....,923610
URAA.. INDONESIA LOVE RUSSIA,Positive,ja,0.4894985854625702,False,True,Grooves .. Indonesia Love Russia,25474
I.wanna.be.small,Positive,ru,0.3845052123069763,False,True,I.wanna.be.small,800564
IT'S NOT A CROW; IT'S A JACKDAW.,Negative,ja,0.3697243630886078,False,True,IT'S NOT A CROW; IT'S A JACKDAW.,1005208
"Это им за Палестину, Афганистан, Югославию и наши 90-е.",Negative,ru,0.9914228916168213,False,True,"This is for them for Palestine, Afghanistan, Yugoslavia and our 90s.",37790
"2:02 jingle bells jingle bells

SHUT UUUUUUUUUUUUUUUP",Negative,he,0.203283429145813,False,True,"2:02 jingle bells jingle bells

SHUT UUUUUUUUUUUUUUUP",353343
😂,Neutral,ru,0.7175134420394897,True,True,,436366
:),Positive,uz,0.45864757895469666,False,True,,17386
tumama ka rin ngayon,Positive,tl,0.8823797106742859,False,True,You also hit,158883
❤😊,Positive,bg,0.9556449055671692,True,True,,938028
Kung mging presidente si Sandro sana bise nya si Vico Sotto. Dream tandem  silang dalawa,Neutral,it,0.27916014194488525,False,True,If Sandro was a president he would have been Vico Sotto's vice. Dream tandem they two,676849
Ben ruins the video.,Negative,la,0.511754035949707,False,True,Ben ruins the video.,128833
धन्यवाद सर,Positive,hi,0.7157498002052307,False,True,thank you sir,64513
So cute 🥰🥰🥺🥺🥺,Positive,fr,0.5956752896308899,True,True,So cute 🥰🥰🥺🥺🥺,162446
warum leseschwäche???,Neutral,de,0.7954209446907043,False,True,Why reading weakness ???,919267
❤,Positive,bg,0.9654127359390259,True,True,,679773
Die in der Mitte ist meine 😊,Neutral,de,0.9996987581253052,True,True,The one in the middle is my 😊,684531
Made in China:(,Negative,it,0.168684720993042,False,True,Made in China:(,443859
순간 카메라 놔두고 괴짜님 일어날 때 얼굴 보고 도둑이 핸드폰 훔치려는 거 찍힌 줄 앎ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋ,Neutral,ko,0.9987891912460327,True,True,"When I left the camera at the moment, when I woke up, I saw a thief trying to steal a cell phone.",348600
Kaya nga di pwede pero bakit pinirmahan nyo,Negative,war,0.4270263910293579,False,True,That's why it's not possible but why did you sign,992323
Pause,Neutral,id,0.24322274327278137,False,True,Pause,819927
А Манта Блэк лучше или хуже?,Neutral,ru,0.9993101358413696,False,True,Is Manta Black better or worse?,789653
Hii,Neutral,nl,0.30654260516166687,False,True,This,539431
Thank You Mam :),Positive,pl,0.427999347448349,False,True,Thank You Mam :),67791
"El alibai un poderoso alfa, poniendo orden.",Positive,es,0.6093320846557617,False,True,"The Alibai a powerful alpha, putting order.",350853
Can you do the og mw2 ghost?,Positive,no,0.7187047600746155,False,True,Can you do the og mw2 ghost?,978961
Walang alam itong mga tuwad com kundi cite in contempt... Malapit na ang paniningil tandaan nyo yan!!!! Kitang kita ng Dios ang mga kasamaan nyo!!!,Negative,tl,0.9210482835769653,False,True,No one knows this is com but cite in contempt ... the charge is about to remember that !!!! God see you your evils !!!,703887
Rozjechać tych policjantów,Negative,pl,0.9959447979927063,False,True,Run down,362539
Good news: https://youtu.be/Wh1VU-_OF98,Positive,ru,0.2509821057319641,False,True,Good news: https://youtu.be/Wh1VU-_OF98,612717
EVERYBODY SO CREATIVE,Positive,ja,0.6347306966781616,False,True,EVERYBODY SO CREATIVE,62531
You. Go. Naymar. in. Poop,Negative,pt,0.45292919874191284,False,True,You. Go. Naymar. in. Poop,264824
Г,Neutral,uk,0.9268384575843811,False,True,G,72051
"Gracias, ese sitio ya fue estudiado por la arqueología del país. porque sino destruir un sitio con posibilidades arqueológicas, es algo grave. Espero que hayas investigado sobre el lugar antes de hacer eso.",Negative,es,0.9953667521476746,False,True,"Thank you, that site was already studied by the country's archeology. Because but destroying a site with archaeological possibilities, it is something serious. I hope you investigated the place before doing that.",764127
What’s up Tg,Neutral,de,0.6340052485466003,False,True,What’s up Tg,230732
kit boga!,Neutral,eml,0.15422426164150238,False,True,Boga Kit!,953920
Jethro?,Neutral,it,0.9328118562698364,False,True,Jethro?,109896
Me,Neutral,pt,0.5657739639282227,False,True,Me,719088
*drugs,Negative,sr,0.15162481367588043,False,True,*drugs,568351
سيتابعون صوت الدراجة ويلحقون عليه,Neutral,ar,0.9884059429168701,False,True,They will follow the sound of the bike and join it,335436
Dyus ko gabayan NYU Ang mga matatalinong tao na kayang ipagtangol Ang bayan nating dumadaan sa pagsubok,Neutral,tl,0.7721049785614014,False,True,I guide you guide the wise people who can resist our people who are going through the trial,535588
Nicky Farina? Lady Furina?,Neutral,it,0.7329127192497253,False,True,Nicky Farina? Lady Furina?,519273
"Nung panahon ni Tatay digong d2 sa caloocan ang mga adik nag sipag tago, ng si Bangag Jr na nka upo bumalik uli ang mga adik sa lugar namin at ang mga menordeng idad. Ito na yung mga nagnanakaw sa mga bahay2 na mga celpon..halos hindi na natutulog ang mga kabataang mga adik d2 sa caloocan.",Negative,tl,0.9715960621833801,False,True,"During the time of Dad Digong D2 in Caloocan the addicts worked hard, when Bangag JR was sitting back and the addicts returned to our area and the minorities. This is the thief in the houses of the Celphs ... the young d2 addicts in Caloocan are no longer sleeping.",43554
Коля + Алексей!!! Спасибо за эфир!!! Как всегда от души и правдиво!!! Однозначно лайк и поддержка!!!!!!!!!!!!!!!,Positive,ru,0.9581909775733948,False,True,Kolya + Alexey !!! Thanks for the broadcast !!! As always from the heart and truthful !!! Definitely like and support !!!!!!!!!!!!!!!,364391
Ф-16 сказочники,Negative,ru,0.93723464012146,False,True,F-16 Fairytops,330003
Le coq il s’est fait feinté,Neutral,fr,0.9993374943733215,False,True,The rooster it was fell interest,773383
台灣洗車美髮滿滿滿滿滿滿滿滿又貴貴貴貴貴 這幾天看星宇的機票便宜都賣光光拉,Neutral,zh,0.9759872555732727,True,True,台灣洗車美髮滿滿滿滿滿滿滿滿又貴貴貴貴貴 這幾天看星宇的機票便宜都賣光光拉,307757
"Wenn ich den See seh', brauch' ich kein Meer mehr! -> If I see the lake, I no longer need the sea!",Neutral,de,0.8615694046020508,False,True,"When I see the lake, I don't need a sea anymore! -> If i See the Lake, I No Longer Need the Sea!",1020222
THANKYOU!!,Positive,ja,0.6785219311714172,False,True,THANKYOU!!,613791
"Kung titignan malakas at madami ang intsik pero mas malakas ang bansa natin dahil kasama natin ang pinakamakapangyarihan sa lahat, Ang Dios 😊🙏❤️",Positive,tl,0.8466656804084778,True,True,"Looking at the Chinese but our country is stronger because our country is stronger because we are with the most powerful of all, God 😊🙏❤️",299905
"Deixa eu ver qual é o rindo 




😂.                           😢 


Um eu acho que é o da direita 👍👍",Neutral,pt,0.9994348287582397,True,True,"Let me see what is laughing 




😂.                           😢 


One I think it's the right 👍👍",546101
Boxes ko aligna kaise karte hai sir,Neutral,de,0.14738978445529938,False,True,Boxes ko aligna kaise karte hai sir,895593
Es dalget nu pusn Bala hob ki tnu mode changa h k das d kisan daliea,Negative,de,0.3264029622077942,False,True,Simgegets tu catts and tan key to s k k k kn that supey Suada,229683
"Продайте часть коз и купите холодильник и пылесос.а то подметание веником только пыль поднимают.а пылесос будет всю пыль убирать .и детям хорошо ,они ведь много на полу лежат .",Negative,ru,0.9933141469955444,False,True,"Sell ​​part of the goats and buy a refrigerator and a vacuum cleaner. And then the sweeping with a broom only lift the dust. And the vacuum cleaner will clean all the dust. And the children are good, because they are a lot on the floor.",548862
Hii,Neutral,nl,0.30654260516166687,False,True,This,66757
La palabra siento esta mal escrita es cierto,Negative,es,0.959479570388794,False,True,The word I feel this bad written is true,832327
"Тоже такая хрень бесит, как будто ждут!!!",Negative,ru,0.9798291921615601,False,True,"Also, such crap infuriates, as if waiting !!!",237681
Super brawo,Positive,pl,0.4609919488430023,False,True,Great bravo,22416
REMEMBER GAZA??,Negative,ja,0.4196527302265167,False,True,REMEMBER GAZA??,701948
🫡,Neutral,ja,0.9992119669914246,True,True,,245297
मैं नौवीं कक्षा में हूँ।,Neutral,hi,0.9987634420394897,False,True,I am in ninth grade.,744891
Cagaron el palo.,Negative,es,0.9122371673583984,False,True,They shitted the stick.,222228
Link ip logger bi ho skti h,Neutral,sl,0.06802617758512497,False,True,Link IP logger bi ho skti h,983265
"5,4,2,3,2 go",Neutral,pl,0.5810379385948181,False,True,"5,4,2,3,2 go",730832
Very rusteh,Neutral,de,0.44951826333999634,False,True,Very rusteh,1012601
Peecaso,Neutral,es,0.17954519391059875,False,True,Peecaso,338423
"Машина выглядит так,будто текстуры не прогрузились",Neutral,ru,0.9562597870826721,False,True,The car looks like the textures did not load,1001859
Lũ bay nói tiếng Việt được không,Neutral,vi,1.0000669956207275,False,True,Can you speak Vietnamese?,852851
🇬🇧🦠💉🩺❌,Neutral,fr,0.6468583345413208,True,True,,562040
DEI …,Neutral,de,0.6251239776611328,False,True,OF THE …,178890
LET'S GO BRANDON!!!,Positive,ja,0.4393131136894226,False,True,LET'S GO BRANDON!!!,254749
GASP TMNT!?!? I LOVE TMNT GIMME THAT MACHINE!,Positive,de,0.4505343735218048,False,True,GASP TMNT!?!? I LOVE TMNT GIMME THAT MACHINE!,374827
Да как же задолбали подобные видио в чём их смысл,Negative,ru,0.9993632435798645,False,True,But how did such visio beg the same as their meaning,741420
Ага значит телефоны за 15к не надо брать а телефоны за 100к брать а если столько денег нет?гений,Negative,ru,0.9878658652305603,False,True,"Yeah, it means you don’t have to take phones for 15k and take phones for 100k, and if there is so much money?",362255
Ese dogo era un cachorro se nota aunque el presa canario por genética es más grande,Neutral,es,0.9675631523132324,False,True,"That dogus was a puppy, although the Canarian prey for genetics is bigger",677461
10K,Neutral,ru,0.8658713698387146,False,True,10K,611802
Ótima aula... Vb sempre me inspirou.,Positive,pt,0.8972848653793335,False,True,Great class ... VB always inspired me.,561119
alam m.gago si imee.sarili.kapatid  siniraan nya. kya tayo mamayan.wag.ntin.iboto.si imee  balimbing.sya.,Negative,tl,0.12626677751541138,False,True,M.Gago si Imee.Self. kya tayo people.wag.ntin.iboto.si Imee Balimbing.sya.,815654
Badass,Positive,de,0.27178338170051575,False,True,Badass,316681
Pres.po kyu pbbm bkt Po di nyo magawan ng aksyon Yung digonyo na Yan uugod ugod na Po Yan.kasuhan nyo Po ng kasuhan.ng manahimik.,Negative,tl,0.6140745878219604,False,True,Pres.PO KYU PBBM BKT PO YOU DON'T HAVE THE ACTION OF THE DIGOON THAT THAT WAS A POINT PO YUN.,83878
Long live rusia. Uraa,Negative,es,0.31700995564460754,False,True,Long live rais. Groove,744465
"Thank you
Very
Very
Very
Very
Very
Very
Very
Very
Very
Much !!!!!!",Positive,es,0.15999111533164978,False,True,"Thank you
Very
Very
Very
Very
Very
Very
Very
Very
Very
Much !!!!!!",405926
2025 lol,Neutral,de,0.25781652331352234,False,True,2025 lol,346322
So cute🎉,Positive,fr,0.5021928548812866,True,True,So cute🎉,439406
A NATIONAL EMBARRASSMENT,Negative,sk,0.13530172407627106,False,True,A NATIONAL EMBARRASSMENT,405168
自私+貪腐,Negative,zh,0.6472876667976379,True,True,自私+貪腐,472704
CAT😢😢,Neutral,zh,0.8120266199111938,True,True,CAT😢😢,507721
Woaasa,Neutral,et,0.3540301024913788,False,True,Woasa,372710
64GB ram kaa karte kya ho ??? blender toh 16GB meh  bi chal jata hey,Neutral,ms,0.14177066087722778,False,True,64GB ram kaa karte kya ho ??? Blender toh 16gb meh bi chal jata hey,728437
वर्षा मोबाइल सेंटर की तरफ से दीपावली और नवरात्रि की हार्दिक शुभकामनाएं,Neutral,hi,0.9957572817802429,False,True,Happy Diwali and Navratri from Varsha Mobile Center,878285
外国人は雑🌹🌷💐,Negative,ja,0.9787012934684753,True,True,Foreigners are miscellaneous🌹🌷💐,10681
Du all,Neutral,de,0.5207739472389221,False,True,You all,727680
pang habang buhay  na presedente ng  pinas mabuhay po pbbm,Positive,tl,0.7089298367500305,False,True,Pinas Pinas Pinas Pin Pbbm,103169
ALLAMDULIAH,Positive,ms,0.15464919805526733,False,True,ALLAMDULIAH,129332
❤,Positive,bg,0.9654127359390259,True,True,,998411
"Ничего не понял, но залип 😅",Neutral,ru,0.9985862970352173,True,True,"I did not understand anything, but stuck 😅",654835
TENÍA QUE SALIR EL LÍDER A PONER ORDEN EN EL LUGAR.,Positive,es,0.6623404622077942,False,True,The leader had to leave order in the place.,954417
YOU DESTROY WHAT YOU CAN'T HOLD,Negative,ja,0.5578094720840454,False,True,YOU DESTROY WHAT YOU CAN'T HOLD,150683
Op,Positive,nl,0.995884120464325,False,True,Op,721117
CR7,Neutral,zh,0.43884313106536865,False,True,CR7,287330
2 it’s perfect,Positive,ru,0.6810579299926758,False,True,2 it’s perfect,73010
"Никого не удивляют велосипеды, занявшие дорогу.",Negative,ru,0.9957153797149658,False,True,Nobody is surprised by the bicycles who took the road.,185260
Nok er nok,Neutral,da,0.5786504745483398,False,True,Enough is enough,525408
No puedo dejar de mirar.... y escuchar 😊,Positive,es,0.9973961114883423,True,True,I can't stop looking ... and listen 😊,651921
So hot,Positive,ru,0.16163474321365356,False,True,So hot,730195
Подтверждаю сей ролик! Я работаю в ритуалке и родственники ждут своих погибших от 2-х месяцев до полугода. Хороним в закрытых гробах.  У нас в стране правит бизнес и зарабатывает этот бизнес на крови!,Negative,ru,0.9953157901763916,False,True,"I confirm this video! I work in a ritual and relatives are waiting for their dead from 2 months to six months. Bringing in closed coffins.  In our country, business rules and earns this business on blood!",761061
Ambergris,Neutral,fr,0.34204965829849243,False,True,Ambergris,646555
ну и говно,Negative,ru,0.9931678175926208,False,True,"Well, shit",746083
Velho vamp gigante,Neutral,pt,0.7681307196617126,False,True,Old giant vamp,954310
OP,Neutral,pl,1.0000503063201904,False,True,OP,400220
😂,Neutral,ru,0.7175134420394897,True,True,,797992
Whoa! I’m early!,Neutral,de,0.3636193871498108,False,True,Whoa! I’m early!,965852
THX,Positive,nl,0.1763528436422348,False,True,THX,317655
THEY GET WHAT THEY DESERVE,Positive,ja,0.18980972468852997,False,True,THEY GET WHAT THEY DESERVE,464158
42:24,Neutral,de,0.16393423080444336,False,True,42:24,755490
❤️ sono bellissimi. La misica è un’opera d’arte. Tutto lo è,Positive,it,0.9981285929679871,True,True,❤️ They are beautiful. Misica is a work of art. All is,394158
EARTH IS DYNG AND YOU WANT MARS????? LISTEN WE DOOMED FOR SURE. THATS YOUR TAX MONEY FOLKS. YOUR BLOODY SACRIFICED MONEY,Negative,ja,0.4006877839565277,False,True,EARTH IS DYNG AND YOU WANT MARS????? LISTEN WE DOOMED FOR SURE. THATS YOUR TAX MONEY FOLKS. YOUR BLOODY SACRIFICED MONEY,305710
".agl
Mg. SMa",Neutral,az,0.13023021817207336,False,True,".agl
Mg. SMa",380099
Как Иван Преображенский очень правильно объясняет! Трампу нужна только своя политика и как свой авторитет укрепить! .,Neutral,ru,0.997641384601593,False,True,As Ivan Preobrazhensky explains very correctly! Trump needs only his own policy and to strengthen his authority! .,202506
Dalabyob,Negative,ca,0.2831127941608429,False,True,Demand,947391
"a=int(input(""enter number to check: "")) check=True for i in range(2,int((a/2))) : if a%i==0 : check=False break else : check=True if check==True : print(""prime"") else : print(""not"")",Neutral,zh,0.11031819134950638,False,True,"a=int(input(""enter number to check: "")) check=True for i in range(2,int((a/2))) : if a%i==0 : check=False break else : check=True if check==True : print(""prime"") else : print(""not"")",424993
"Это супер мама!! Вот у таких женщин, сыновья воины!! А не нытики.",Positive,ru,0.9994199275970459,False,True,"This is super mom !! Here are such women, sons of warriors !! Not a whiner.",906343
8hours,Neutral,fr,0.4682861566543579,False,True,8hours,174509
14:31,Neutral,ru,0.31216949224472046,False,True,14:31,96334
СУПЕР,Positive,ru,0.979373037815094,False,True,SUPER,839119
La pobre mujer hace lo que puede los hombres solo mirando,Negative,es,0.9941819906234741,False,True,The poor woman does what men can only look at,388330
Everytjing,Neutral,sv,0.34075772762298584,False,True,Everytjing,542724
Dapat sa ganito d na binabalita  surprise arrest para d na makapagtago,Neutral,tl,0.4527161419391632,False,True,It should be in this Donate Surprise Arrest for D to hide,4638
Eres una gran persona ojalá hubiese muchos más como tú te mereces lo mejor por ayudar a tanta gente te seguiré siempre ❤❤,Positive,es,0.996992290019989,True,True,You are a great person I hope there would be many more like you deserve the best to help so many people I will always follow you ❤❤,76918
Да пошёл я брехун,Negative,ru,0.9997877478599548,False,True,"Yes, I went Brekhun",453228
Victor nunca defrauda !,Positive,es,0.3820057213306427,False,True,Victor never disappoints!,803981
全民医疗免费的加拿大人不会适应美国高昂的医保。再说加拿大地大物博，矿产丰富，实行北欧一样地高福利政策养三千万人口，一点没问题。目前产业结构因川普不得不调整，可能会阵痛十年，但是美国将会失去一个重要的战略伙伴，让我们看看这个生意是否划算!另外无知的新移民想加入美国，可以用脚投票移民美国，只要你足够优秀，如马斯克😂😂😂。,Neutral,zh,0.9956223368644714,True,True,"Canadians who are free of charge for universal health care will not adapt to the high health insurance in the United States. Besides, Canada has a vast land and abundant minerals. It is no problem to implement a high welfare policy in Nordic countries to support 30 million people. At present, the industrial structure has to be adjusted due to Trump's efforts, which may be painful for ten years, but the United States will lose an important strategic partner. Let's see if this business is cost-effective! In addition, if ignorant new immigrants want to join the United States, they can vote to immigrate to the United States with their feet, as long as you are excellent enough, such as Musk 😂😂😂😂",101680
❤,Positive,bg,0.9654127359390259,True,True,,75393
"Szczęsny: it’s way too easy, let’s make it more nerve wracking",Neutral,ru,0.3246675133705139,False,True,"Szczęsny: it’s way too easy, let’s make it more nerve wracking",204538
Erfunden vom Ukrainer Einstein.,Negative,de,0.772798478603363,False,True,Invented by the Ukrainian Einstein.,558290
Lo agarra le mandava sus chucha y lo empujó,Negative,es,0.5954441428184509,False,True,Grabs him send his chucha and pushed him,561258
